p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
6.9584060812948e-11 1.25763302065747 0.265 0.087 9.96026246476537e-07 0 SKA2
5.86849310368549e-10 1.12984192776493 0.269 0.097 8.40016102861542e-06 0 RRM1
1.19780600291206e-09 1.00671261024172 0.269 0.097 1.71453951256833e-05 0 TMEM14C
1.64494425242862e-09 0.935267613361419 0.292 0.113 2.35457320292633e-05 0 TUBA1A
3.53837795119546e-09 0.754304841965527 0.348 0.148 5.06483419934118e-05 0 RNASEH2C
5.44598776719125e-09 0.782361477865997 0.383 0.172 7.79538688995755e-05 0 SMC3
9.81880919580367e-09 1.14391744812915 0.281 0.116 0.000140546434828734 0 USP1
1.41882751840672e-08 0.629129378901428 0.383 0.174 0.000203090970984738 0 LSM2
1.5036712143265e-08 0.769103522266818 0.261 0.098 0.000215235497618695 0 NSD2
2.32520618530758e-08 0.76912899072246 0.324 0.14 0.000332830013364928 0 NDUFS6
2.85864323963277e-08 0.597720037912617 0.324 0.138 0.000409186193321034 0 AIP
3.4904537833382e-08 0.681848857146778 0.32 0.14 0.00049962355454703 0 YWHAH
4.77141476390389e-08 0.570965654195343 0.277 0.11 0.000682980309305203 0 RECQL
5.96921247957787e-08 0.88733535481095 0.269 0.111 0.000854433074326776 0 PMF1
7.13388585835632e-08 0.7642890610136 0.273 0.113 0.00102114442176512 0 PIN1
1.1098723288534e-07 0.674675931505229 0.285 0.121 0.00158867125152076 0 SSNA1
1.39213816386162e-07 0.431051676191256 0.696 0.414 0.00199270656775152 0 SUMO2
1.54865293722377e-07 0.510690944478157 0.273 0.113 0.00221674181434211 0 VKORC1
1.66118186122414e-07 0.778624532607267 0.292 0.129 0.00237781571615623 0 VPS29
2.74387952583543e-07 0.323189925866291 0.399 0.193 0.00392758915328083 0 U2SURP
3.86220789038433e-07 0.709014163722052 0.336 0.158 0.00552836437429613 0 TECR
4.09428169593215e-07 0.664732202401265 0.273 0.116 0.00586055481955727 0 CHD2
5.47284569781928e-07 0.376607560199535 0.34 0.158 0.00783383133185852 0 SYNE2
6.54321425376776e-07 0.524557746697249 0.324 0.151 0.00936595688284316 0 PSMD7
1.24487438884608e-06 0.526482981730769 0.316 0.151 0.0178191320019428 0 UBXN1
1.27320919840547e-06 0.583936471188342 0.3 0.143 0.0182247164659759 0 RALBP1
1.56287773709111e-06 0.810766911412014 0.32 0.161 0.0223710319287221 0 HNRNPA0
3.75746270548455e-06 0.457985576819077 0.565 0.337 0.0537843211663059 0 TPR
5.20816731861939e-06 0.474612667554273 0.348 0.179 0.0745497069987179 0 BAZ1B
5.37778536852813e-06 0.488451548932943 0.289 0.137 0.0769776197651117 0 TMEM256
5.63863650325734e-06 0.515463036741414 0.277 0.132 0.0807114429076256 0 MTFP1
7.44007702818208e-06 0.360084807525139 0.328 0.166 0.106497262581398 0 BCLAF1
7.56257367890276e-06 0.481727976898614 0.348 0.184 0.108250679639814 0 BUB3
7.77348239434248e-06 0.516793744114149 0.455 0.264 0.111269626992618 0 SNRPD1
9.65469348782673e-06 0.500455529946895 0.257 0.121 0.138197282584752 0 DCXR
1.03262756794348e-05 0.375699620985444 0.265 0.124 0.14781031007543 0 ELOC
1.37490742168695e-05 0.453379873022521 0.375 0.206 0.19680424834027 0 GNAS
1.587040630731e-05 0.413124345751841 0.336 0.174 0.227168995882836 0 IDH2
1.63031807914627e-05 0.458372182570092 0.549 0.343 0.233363729848998 0 CALM3
1.78874664953209e-05 0.553507097981 0.3 0.155 0.256041195414023 0 ZNF706
1.81613469330177e-05 0.400978336849189 0.36 0.196 0.259961519999215 0 TMEM14B
2.16621594177672e-05 0.542430177379181 0.336 0.177 0.310072149905919 0 UBALD2
2.45308998839713e-05 0.501283611994645 0.257 0.126 0.351135300939165 0 MDH1
2.46801781091481e-05 0.296166591073614 0.257 0.122 0.353272069454346 0 POLR3GL
2.99657021215693e-05 0.28824336999527 0.332 0.174 0.428929060168143 0 NDUFA7
3.37039106034713e-05 0.233717969753012 0.344 0.182 0.482437776378089 0 KDELR1
4.79224088034797e-05 0.219190600943328 0.391 0.217 0.685961359613008 0 TSTD1
5.79047471853355e-05 0.285356516714453 0.474 0.279 0.828848551210893 0 PSMD8
5.80514261968524e-05 0.299866514619692 0.34 0.184 0.830948114581745 0 UFC1
5.8302736874595e-05 0.397569618043688 0.281 0.147 0.834545375622953 0 NENF
5.92052147112753e-05 0.447359881276712 0.269 0.138 0.847463443377195 0 CEP350
6.40030410738914e-05 0.299202947786946 0.403 0.227 0.916139529931682 0 AP2S1
6.5311450774929e-05 0.361177645562198 0.257 0.13 0.934868106392334 0 STAG2
6.74771178635231e-05 0.31001310915057 0.348 0.187 0.96586746509847 0 KRT10
7.67944879789276e-05 0.200498126145738 0.285 0.145 1 0 ZNF207
8.28341656418438e-05 0.25340111798368 0.289 0.15 1 0 HSBP1
0.000109505422530977 0.354682665869852 0.368 0.211 1 0 ROCK1
0.000138354666201591 0.256640568049548 0.569 0.354 1 0 PSMB10
0.000155572715721005 0.547081546112905 0.32 0.19 1 0 DDX46
0.000157475702222449 0.244955155430923 0.277 0.147 1 0 TNIP1
0.000167170852068396 0.271906496739142 0.312 0.169 1 0 MRPL57
0.000197259495158979 0.3065235737771 0.277 0.148 1 0 DOCK8
0.0002163417618361 0.19368815399034 0.332 0.185 1 0 TAF1D
0.000220193649938527 0.224933399223499 0.261 0.137 1 0 ERGIC3
0.000242483378065745 0.150265896139062 0.261 0.135 1 0 VPS4B
0.000245698772427775 0.283652994827775 0.597 0.386 1 0 PSMA7
0.000250352471432668 0.229172536749526 0.296 0.164 1 0 PTMS
0.000253956744055812 0.164124748691552 0.3 0.164 1 0 TMEM50A
0.000314367777532199 0.20203438347846 0.364 0.214 1 0 SMS
0.000352086468008563 0.249851068614662 0.391 0.233 1 0 PCM1
0.00036158285923852 0.184722233604248 0.451 0.274 1 0 SNRPD3
0.000443561713922903 0.288883298275184 0.257 0.14 1 0 RTF1
0.000457265764986055 0.341254210034887 0.273 0.155 1 0 TALDO1
0.00046304060467218 0.242668648777655 0.269 0.151 1 0 PCBP1
0.000509581184498472 0.104013720460599 0.292 0.166 1 0 SMAP1
0.000641990312625203 0.185266102301165 0.573 0.367 1 0 SEPTIN7
0.000652508657809759 0.296769888786004 0.383 0.232 1 0 DNAJC8
0.000705720720176659 0.198430941587418 0.324 0.188 1 0 AURKAIP1
0.000714393516302355 0.19998603207128 0.257 0.142 1 0 NKTR
0.000726015054349567 0.266312428792293 0.676 0.449 1 0 GNG5
0.000761555165497436 0.162153779686639 0.458 0.285 1 0 EIF2S2
0.000809773159409986 0.105220665323183 0.324 0.184 1 0 PSMA1
0.000846552078856725 0.190262765894099 0.265 0.148 1 0 RTRAF
0.000868093498842441 0.297743153904101 0.419 0.266 1 0 SNHG6
0.000982039226188201 0.148067640774437 0.399 0.242 1 0 COPE
0.000985219259213801 0.18066364104962 0.32 0.187 1 0 SNRPB2
0.00107894880369985 0.146827467518382 0.98 0.932 1 0 TPI1
0.00113566660063894 0.196967569319733 0.407 0.251 1 0 PLP2
0.00118817032334593 0.171442783089452 0.261 0.148 1 0 SPCS3
0.00167236846745109 0.138968421810724 0.415 0.256 1 0 PPP1CA
0.00175654291163774 0.137719337249423 0.3 0.182 1 0 PPIG
0.00181822209068257 0.155184203122239 0.502 0.335 1 0 UQCR10
0.00186657502534739 0.235925605363256 0.308 0.187 1 0 RAP1B
0.00211686313360338 0.261886768610506 0.281 0.171 1 0 ATP6V1F
0.00294512948182774 0.317211798805736 0.308 0.193 1 0 LUC7L2
0.00331460352470581 0.120847036326144 0.514 0.337 1 0 PSMB1
0.00333859726425975 0.13628624607736 0.265 0.156 1 0 UPF2
0.00446495166368773 0.11784425564955 0.364 0.229 1 0 DARS1
0.00495292739694124 0.110797851380239 0.277 0.172 1 0 RFC1
0.00520550772172856 0.127745103134717 0.289 0.179 1 0 AKAP9
0.00542274137476524 0.108555207506529 0.522 0.345 1 0 PSMB8
0.00577482263290157 0.211643280845299 0.482 0.34 1 0 CAST
0.00588785361710434 0.203724751595514 0.277 0.176 1 0 SRSF2
0.00620086208175511 0.11516137820827 0.573 0.388 1 0 NDUFB11
0.00804461643061023 -0.798775176897191 0.415 0.419 1 0 TRAF3IP3
0.00846203750017243 -0.20553927331549 0.253 0.153 1 0 CWC15
0.00897041514409697 0.117983076441784 0.628 0.446 1 0 LRRFIP1
0.000168966843107135 0.544010553165224 0.652 0.553 1 1 PPIB
0.000188099267572567 0.748594640888703 0.323 0.21 1 1 RSL1D1
0.000546073419815298 0.582737750306854 0.434 0.321 1 1 TSPO
0.000550330913625318 -1.29994940233861 0.187 0.309 1 1 STAT1
0.000576597446534894 0.541952393235055 0.414 0.299 1 1 DAD1
0.00183507656666325 -0.293555688253036 0.869 0.911 1 1 ENO1
0.0031720818332316 0.597524917624282 0.429 0.354 1 1 FNBP1
0.00400740104930131 0.626639392836149 0.318 0.231 1 1 ARL4C
0.00655355269162052 0.788276500495786 0.283 0.203 1 1 BCL2
0.00722979564368528 0.617650561192639 0.338 0.259 1 1 MPHOSPH8
3.73084885178784e-26 4.04524487048397 0.266 0.024 5.34033704644912e-22 2 GNG8
3.86908174444361e-26 2.81494201932579 0.459 0.094 5.53820360899659e-22 2 CD27
8.82122935640312e-20 0.897153380970468 0.982 0.898 1.26267077007554e-15 2 RPS24
5.19836196606754e-17 2.21630994068498 0.431 0.123 7.44093531822908e-13 2 MT3
1.20652752511796e-14 2.78597249889805 0.257 0.051 1.72702349945384e-10 2 CYP24A1
6.19718638015925e-14 1.4218128037546 0.431 0.14 8.87065258455995e-10 2 CD79A
2.15762662469944e-13 2.54133165524999 0.275 0.065 3.08842675059478e-09 2 AIF1
3.94075993795883e-06 -2.11761389110946 0.092 0.303 0.0564080377519428 2 TNFRSF1B
2.54302947797334e-05 1.21650373378122 0.312 0.158 0.364009239477103 2 KDM5B
8.32489697777468e-05 -1.3102224881677 0.128 0.32 1 2 FLNA
9.1005564338418e-05 0.899062415899321 0.45 0.297 1 2 SKP1
0.000124463883189677 1.26907622299469 0.257 0.125 1 2 DUSP4
0.000125651119249083 -1.0122093694841 0.284 0.486 1 2 CD99
0.000317618643351864 -0.743087050119028 0.44 0.633 1 2 KIF2A
0.000776884237146301 -0.425508050405182 0.651 0.788 1 2 TPM3
0.000827001544150181 0.824014058923342 0.45 0.312 1 2 DENND6B
0.00191268178929087 1.09823354003193 0.284 0.176 1 2 NBDY
0.00191346847892183 0.888510824473888 0.376 0.256 1 2 GYPC
0.00275361446680521 -1.02276835704104 0.165 0.306 1 2 CSTB
0.00326182731456344 1.15053191080827 0.257 0.161 1 2 H2AJ
0.00491648902022412 0.767271609577109 0.394 0.285 1 2 BNIP3L
0.00861728463993714 -0.503174307654519 0.376 0.518 1 2 ARPC1B
0.00949078992997219 -0.520249327266831 0.385 0.525 1 2 CDC42
8.03518063573193e-26 4.37026789466385 0.255 0.021 1.15015575619867e-21 3 KLRB1
2.87696455209879e-08 2.02826674060842 0.294 0.114 0.000411808705987421 3 GADD45G
4.75904902220186e-06 -0.492921820938165 0.441 0.782 0.0681210277037974 3 NPM1
1.1657933219309e-05 -0.828219085520511 0.186 0.474 0.166871656101189 3 HNRNPC
0.00012370122691612 1.4442842580302 0.314 0.184 1 3 GIMAP7
0.000136779257928285 -1.11262748805117 0.088 0.28 1 3 EIF5A
0.000398647778700906 -0.674978995206662 0.108 0.298 1 3 TOMM6
0.000601009360129081 -0.727025932986286 0.235 0.461 1 3 SERPINB1
0.000624416458743095 -0.86392036703945 0.098 0.272 1 3 CFLAR
0.000656722382428112 -0.685068075147684 0.118 0.304 1 3 NONO
0.000740981023405551 1.31177537203549 0.363 0.273 1 3 LIMD2
0.000951855851586432 -0.337350134429023 0.245 0.49 1 3 MT-ND4L
0.00101860226677343 -0.248239575468262 0.235 0.488 1 3 HSP90B1
0.00115748499711115 -0.453531501090076 0.206 0.43 1 3 PARK7
0.00123759374675636 -0.515263968985211 0.235 0.462 1 3 VDAC1
0.00155135622968183 0.574932399714466 0.873 0.895 1 3 FTH1
0.00207767613964099 -0.392579227140711 0.216 0.425 1 3 MYH9
0.00259817269466758 -0.396469444940917 0.363 0.613 1 3 PSME1
0.00261690222395007 0.794441675990245 0.51 0.49 1 3 PRR13
0.00292089745860104 0.64031946489217 0.549 0.531 1 3 YWHAZ
0.0040604755867735 -0.594191151599541 0.127 0.288 1 3 ST13
0.00456171342332173 -0.346397456239161 0.147 0.313 1 3 RBM3
0.00460018715629195 -0.749952263652823 0.167 0.334 1 3 PDIA3
0.00467605559041002 -0.514454233410616 0.137 0.301 1 3 PSMA2
0.00710394346697644 -0.671004954637283 0.118 0.258 1 3 PDAP1
0.00772850630285701 -0.307267663068013 0.157 0.313 1 3 SRI
9.40711230833463e-32 1.72512912501953 0.66 0.16 1.34653405581502e-27 4 GNLY
1.60431541872994e-28 3.59883447498772 0.464 0.082 2.29641709037004e-24 4 CCL4
1.37379459816191e-16 2.32797805442805 0.464 0.145 1.96644958780896e-12 4 C15orf48
7.11665085190697e-16 2.58275241008327 0.33 0.076 1.01867740294196e-11 4 TRBV7-9
8.21359157156144e-16 2.60739473402336 0.34 0.081 1.17569349755331e-11 4 PRF1
1.33507981298215e-08 -4.75799857482822 0.021 0.29 0.000191103324430265 4 CD7
1.35378919722556e-08 1.91770176615836 0.351 0.142 0.000193781385690867 4 SLC5A3
5.54595679642062e-07 1.71388731049466 0.351 0.165 0.00793848255839648 4 HLA-DRB5
6.07893280099715e-07 1.55128497013699 0.34 0.153 0.00870138441134733 4 ID2
1.06781276197641e-06 1.11447703981092 0.649 0.525 0.0152846718749304 4 CD2
1.18126867358863e-06 1.02766245466789 0.289 0.109 0.0169086797937477 4 TRBV7-2
4.14143537708591e-06 1.83811300695785 0.278 0.125 0.0592805059876077 4 PYHIN1
4.5539942739842e-06 1.82018611097989 0.268 0.118 0.0651858740378099 4 PIP4K2A
1.31365499735125e-05 1.47298180124358 0.34 0.176 0.188036576320858 4 ZFP36L1
3.1598571042363e-05 1.41764833404348 0.32 0.163 0.452301945900385 4 MAF
3.27053286992196e-05 1.25640673987517 0.485 0.335 0.468144075000629 4 EVL
6.82827013862074e-05 -1.44588667140363 0.093 0.295 0.977398587642173 4 ISG20
8.28256943173571e-05 0.678884368003764 0.722 0.634 1 4 UBC
0.000376770266617179 -1.04921414719266 0.144 0.338 1 4 SEPTIN6
0.000449044525788239 1.12685254700462 0.33 0.196 1 4 ADGRE5
0.000664969825194816 -1.10977533286106 0.093 0.26 1 4 ECH1
0.00109939927151953 1.0826103148567 0.289 0.163 1 4 LAG3
0.00125656998350562 0.969681745089332 0.402 0.274 1 4 TAX1BP1
0.00138414827613028 1.30276488495592 0.299 0.192 1 4 UCP2
0.00180337033530036 0.969977505509019 0.351 0.233 1 4 MIR142HG
0.00238883976079361 0.596406221761853 0.598 0.528 1 4 TLN1
0.00300467546893856 0.703477023348344 0.485 0.399 1 4 BZW1
0.0032717995702692 -0.529311100791896 0.144 0.31 1 4 SERP1
0.00353149339124057 -0.365984203334402 0.454 0.672 1 4 CYBA
0.00368852802402791 1.09101885283423 0.268 0.162 1 4 CD96
0.0045574034540605 1.09994318745396 0.278 0.178 1 4 CD4
0.00457066876325143 1.00272478576673 0.33 0.225 1 4 SPCS1
0.00559494809802477 -0.510279185391989 0.32 0.493 1 4 SON
0.00562243375612907 -0.600885563279266 0.206 0.375 1 4 MORF4L1
0.00567019684913293 0.681593021417598 0.526 0.441 1 4 HLA-E
0.00567171674120502 -0.757773886560091 0.186 0.345 1 4 SKAP1
0.00678924840554684 1.09635613423212 0.258 0.16 1 4 ZBTB7A
0.00717197677692603 1.14095702671358 0.258 0.166 1 4 TNFAIP8
0.00774752148610677 -0.721338355961229 0.134 0.269 1 4 P4HB
0.00784373573052837 0.990946438979925 0.371 0.284 1 4 PTPN7
0.00855819111123827 0.847636117763062 0.392 0.306 1 4 VAMP8
1.04277069344362e-37 4.13221021955866 0.384 0.029 1.49262197059519e-33 5 CPB2-AS1
1.46431725796467e-32 3.82689479213514 0.407 0.046 2.09602372305062e-28 5 TMPO-AS1
8.28144581538198e-32 3.63985189689015 0.407 0.047 1.18540615401378e-27 5 ENO3
8.37923233672995e-23 4.17252907603824 0.267 0.027 1.19940331667953e-18 5 ENSG00000273175
8.95302889700987e-23 3.4164445076251 0.337 0.048 1.28153655631799e-18 5 ENSG00000269968
2.19385560327108e-22 3.06396141070083 0.802 0.416 3.14028491052223e-18 5 ENSG00000289901
8.51242141245083e-21 3.64529012054109 0.279 0.034 1.21846800097821e-16 5 MFSD11
1.65499114754371e-19 3.02446810254517 0.291 0.039 2.36895432859407e-15 5 FOXJ3
2.29815531807933e-19 2.19778951278909 0.57 0.18 3.28957952229875e-15 5 ACTN4
6.88084773378363e-16 2.77678878974235 0.302 0.057 9.84924544613789e-12 5 CTBP1
9.2966300148061e-16 2.24093457224651 0.453 0.133 1.33071962031935e-11 5 STK24
1.23039551876049e-14 1.50620419198378 0.674 0.308 1.76118814555377e-10 5 SEPTIN9
8.43730687461861e-14 2.28484822661995 0.465 0.164 1.20771610603291e-09 5 MOB1A
1.32653387360682e-12 2.43190094738629 0.36 0.102 1.8988005866808e-08 5 MRPL37
1.32940767745121e-11 3.1307872418204 0.256 0.057 1.90291414950366e-07 5 ENSG00000234961
2.2797278547061e-11 2.21149792775915 0.279 0.066 3.26320245122631e-07 5 TMEM30A
2.45377367202197e-10 1.91617651830357 0.686 0.445 3.51233163413225e-06 5 TALAM1
3.44966716999025e-09 -1.22267586866842 0.36 0.72 4.93785358712405e-05 5 RPS29
5.36039689100892e-09 1.83818135417519 0.291 0.088 7.67287210979017e-05 5 EPS15
8.01768173001429e-09 1.84571928722289 0.36 0.136 0.000114765096283425 5 CYFIP2
8.09364069478667e-09 1.13677117835221 0.674 0.442 0.000115852372905176 5 CAP1
9.2800177887716e-09 1.95876211395625 0.279 0.082 0.000132834174628477 5 TM9SF2
3.09489618976087e-08 1.93930763843781 0.337 0.127 0.000443003440602371 5 AK4
3.75299880782322e-08 -1.22186897259028 0.314 0.632 0.000537204249351815 5 ATP5MG
5.64076244987734e-08 0.705071903901755 0.93 0.906 0.000807418737075442 5 ACTG1
8.11965209313386e-08 2.39050672435662 0.267 0.091 0.00116224700061118 5 PDE7A
8.79291851372381e-08 2.46571086492475 0.326 0.128 0.00125861835605443 5 CTLA4
1.15399508132139e-07 2.19258899461816 0.291 0.104 0.00165182855940343 5 SCD
1.66633786032397e-07 1.87407967641742 0.279 0.096 0.00238519601326773 5 SLC39A8
2.31116359777244e-07 1.26670866724735 0.547 0.316 0.00330819957385147 5 DDX5
3.15920813913664e-07 1.7992469466217 0.395 0.187 0.00452209053036018 5 IRF4
3.72200435502099e-07 1.89843609882899 0.302 0.115 0.00532767703377704 5 NDFIP1
3.79014938893706e-07 1.55539281488581 0.465 0.251 0.00542521983532451 5 EIF4H
5.10814315781278e-07 2.54881337177217 0.256 0.089 0.00731179611609321 5 H2AC21
6.70074728764488e-07 1.90990868186107 0.349 0.156 0.00959144966753489 5 BRD4
1.05590732223037e-06 -1.02314343961439 0.419 0.679 0.0151142574104055 5 ATP5F1E
3.06963081064676e-06 -1.06287451374119 0.384 0.65 0.0439386954235977 5 TOMM7
4.75617997246315e-06 1.9662062587171 0.267 0.108 0.0680799601258375 5 ANKRD17
6.5373071902121e-06 1.30338512841342 0.326 0.14 0.093575015120696 5 TES
6.86021265897071e-06 -1.28279809852761 0.221 0.487 0.0981970840005067 5 EDF1
1.08113918738911e-05 1.61698045730044 0.314 0.143 0.154754263282878 5 ELL2
1.14914642299124e-05 1.49498307290014 0.372 0.202 0.164488818986967 5 GDI2
1.26020617630678e-05 -0.901019428122359 0.407 0.685 0.180385912076553 5 ATP5MC2
1.56591199130341e-05 -0.79446760614672 0.512 0.726 0.22414464243517 5 RPL27
1.9284107459157e-05 0.84520126147866 0.802 0.713 0.276032714170373 5 LDHA
2.70242445587114e-05 -0.891535070500139 0.407 0.626 0.386825036613395 5 GMFG
2.74770711987647e-05 1.545968951435 0.256 0.107 0.393306797139118 5 SH3GLB1
2.98152257940285e-05 -0.697934411941479 0.581 0.819 0.426775142015724 5 COX4I1
3.05277041411405e-05 1.6021600452646 0.267 0.114 0.436973557076286 5 PITPNB
4.36853386312676e-05 1.24892488279464 0.279 0.122 0.625311937167964 5 SAMSN1
5.60006567320267e-05 1.58211250275142 0.326 0.162 0.80159340046223 5 PRDM1
6.81196217845243e-05 1.50405522173937 0.256 0.115 0.97506426622368 5 EIF4G1
6.98885215321172e-05 -0.695437367825921 0.465 0.699 1 5 EEF1D
7.128759477986e-05 1.1526362878526 0.57 0.412 1 5 ACTR3
8.58162206474591e-05 1.41580820388741 0.302 0.15 1 5 TAB2
9.51121299612848e-05 1.74464840998726 0.314 0.166 1 5 GBE1
9.54939094921171e-05 -1.8596033444184 0.081 0.279 1 5 RABAC1
0.000108042562309113 1.44003398718553 0.267 0.124 1 5 MAPK1IP1L
0.000113480766399891 -1.29511418813943 0.163 0.378 1 5 NDUFS5
0.000117956120315898 1.75108107595257 0.314 0.168 1 5 STIP1
0.000119343364012891 0.759358837453092 0.57 0.424 1 5 COTL1
0.000133588244592192 -0.761202789589081 0.349 0.569 1 5 IFITM2
0.000134799916528346 1.2956220531036 0.314 0.161 1 5 SF1
0.000158327919536279 -0.836285826202289 0.36 0.581 1 5 ARPC5
0.000174007760840848 0.659949187172989 0.721 0.615 1 5 EEF2
0.000262236610553208 1.4514369363159 0.314 0.17 1 5 MAT2B
0.000295202441728558 1.19638458053502 0.267 0.128 1 5 PSAP
0.000298316392183257 1.16887933347031 0.384 0.231 1 5 LCP2
0.000311157065672121 1.80545720199079 0.256 0.127 1 5 SRRT
0.00035166862387968 1.65206140010884 0.267 0.137 1 5 LSM12
0.000358532851196415 -0.857935813466597 0.174 0.387 1 5 RAC1
0.000395601319242035 1.12907847665858 0.279 0.141 1 5 ACADVL
0.00044583328393406 1.18919874036925 0.267 0.131 1 5 APOL6
0.000466797035973128 -0.783882918011506 0.36 0.585 1 5 RNASEK
0.000520107053481253 1.20437508992261 0.337 0.194 1 5 MCL1
0.000561994851041098 1.36947490086791 0.256 0.128 1 5 SEPTIN2
0.000614328415677531 -1.15203927408136 0.128 0.312 1 5 HIGD2A
0.000633209774277808 1.60119496560459 0.291 0.156 1 5 IL2RB
0.000648629543543205 1.70505487015427 0.256 0.133 1 5 VAPA
0.000658280985185274 -1.23049613124949 0.174 0.353 1 5 BRK1
0.000685265884324865 -1.02216502562952 0.081 0.261 1 5 REX1BD
0.000769957983445286 1.44848626086336 0.337 0.202 1 5 CAPZA1
0.000868252413615299 -0.566248628539852 0.547 0.726 1 5 COX7C
0.000875815632200845 -1.35218002049133 0.116 0.286 1 5 CIAO2B
0.000886646771473492 -0.795730111352978 0.267 0.457 1 5 SSR4
0.000888636933485857 -0.842541606046078 0.302 0.487 1 5 UBL5
0.000956798140116191 -0.926407449916262 0.163 0.34 1 5 NDUFB2
0.000962544000467988 1.39192513325517 0.326 0.195 1 5 HNRNPL
